Average Cost for two,Longitude,Latitude
300,77.2732552,28.6300597
350,77.2759194,28.6351409
300,77.2791371,28.6393449
350,0,0
250,77.2882664,28.6370646
250,77.2798445,28.6391674
600,77.2813556,28.6342182
500,77.2838434,28.634669
200,77.2787671,28.6390651
600,77.2859338,28.6368181
800,77.285893,28.6355744
500,77.2868134,28.6378437
500,77.2836758,28.6398892
250,77.2773871,28.6306676
350,77.2762533,28.6302238
350,77.2777733,28.6302006
300,77.2762533,28.6302238
800,77.2863012,28.6368165
400,77.2835016,28.634547
500,77.2850298,28.6371081
800,77.2856137,28.6363985
2000,77.2185552,28.6187736
5000,77.2185552,28.6188632
2000,77.2185114,28.6185594
3000,77.2184654,28.6188547
4500,77.2185552,28.6188632
4500,77.2185653,28.6187207
1000,77.120911,28.552036
600,77.2969779,28.5411661
650,77.2970442,28.5413659
650,77.296874,28.5411385
400,77.2967702,28.5411254
1000,77.2968044,28.54114
700,77.2968703,28.541291
650,77.2972363,28.5413197
150,77.2967478,28.5412029
1000,77.2971584,28.5413284
250,77.2968302,28.5413124
700,77.2972593,28.541297
250,77.2969868,28.541186
200,77.29685,28.5412728
400,77.220711,28.582058
1500,77.22361319,28.58455646
450,77.2205314,28.5838333
400,0,0
500,77.2264595,28.5863699
250,77.2263697,28.5867198
350,77.2206212,28.5829457
850,77.2205314,28.5837437
1000,77.2237649,28.5845896
700,77.226729,28.5845134
200,77.2202427,28.5853283
350,77.2205314,28.5834749
400,77.2268188,28.5836257
700,77.2269022,28.5823705
500,77.226729,28.583169
600,77.1683836,28.5953744
2200,0,0
300,77.22693745,28.58222618
500,77.2264595,28.5852944
400,77.2208457,28.5807713
1000,77.2265194,28.5857905
2000,77.226711,28.5844597
300,77.22656094,28.58456559
1800,77.2269086,28.5836343
600,77.2264595,28.5855632
300,77.226937,28.5821
1000,0,0
450,77.2265367,28.5849428
2900,77.2239062,28.584686
2100,77.223226,28.5837316
1000,77.2258757,28.5887789
500,77.23113,28.5890553
450,77.2194086,28.5897758
400,77.225607,28.58997
500,77.225607,28.58997
700,77.2209805,28.5811874
550,77.22557187,28.59026109
300,77.23113,28.5891449
150,77.21767209,28.58415194
500,77.225607,28.58997
2000,77.2264595,28.5842189
200,77.225607,28.58997
1000,77.2222225,28.5910546
450,77.2357472,28.5922808
400,77.2203517,28.5851606
250,77.22048056,28.5836
400,77.2284355,28.5823457
300,77.2161735,28.5823408
300,77.21643761,28.58161703
2600,77.2210583,28.5904431
400,77.1231232,28.5454809
200,77.1183586,28.5422454
1000,77.1277978,28.549335
200,77.1184863,28.542164
600,77.1249212,28.54646
550,77.1166056,28.5385371
300,77.1228985,28.5429052
600,77.1281574,28.5452469
600,77.1180889,28.5415025
400,77.1243021,28.5434991
600,77.1285132,28.5437505
700,77.1291911,28.5420749
950,77.1252807,28.5473907
800,77.1252807,28.5472115
550,77.1240222,28.5433267
500,77.1245783,28.5470031
900,77.1229435,28.5455533
500,77.1237408,28.5462109
900,77.1187632,28.5426875
300,77.1249212,28.5467289
550,77.1267191,28.5468118
1000,77.127618,28.5492281
200,77.1285619,28.5437174
450,77.1247414,28.5467116
700,77.1286068,28.5500399
150,77.1242919,28.5434422
500,77.1238424,28.5446537
350,77.1254605,28.5459741
150,77.0996976,28.5232706
200,77.128427,28.5441077
250,77.1077373,28.5332421
600,77.1333427,28.5489147
100,77.1167352,28.5386133
1000,77.1137736,28.5354421
600,0,0
150,77.1181406,28.5415117
300,77.1241504,28.5434269
300,77.1267191,28.5443024
650,77.1250299,28.5472207
600,77.1293063,28.541621
300,77.1247414,28.5469805
350,77.1281314,28.5470234
150,0,0
350,77.1228536,28.5454551
100,77.1239323,28.5435869
400,0,0
450,77.1241121,28.543156
350,77.1249279,28.5429013
250,77.125056,28.5438292
500,77.1257302,28.5477027
250,77.1242983,28.5434512
500,77.1237525,28.54348
300,77.1248542,28.5430525
300,77.1231232,28.5435989
150,77.1295415,28.5415121
500,77.12881389,28.54953611
250,77.1239323,28.5432284
450,77.1264494,28.5469651
500,77.1285169,28.5495832
450,77.1229265,28.545437
300,77.1295057,28.5494988
300,77.1238424,28.5461773
250,77.1283371,28.5440095
150,77.1297061,28.5413686
250,77.1279227,28.549416
1000,77.1293709,28.5505165
350,77.1252807,28.5457776
200,77.1230334,28.5451138
150,77.126764,28.5442619
2000,77.2258308,28.67367
3200,77.2258029,28.6737511
3000,77.2256961,28.6737019
500,77.2282559,28.7030113
500,77.2287499,28.7024763
450,77.2283906,28.7015464
450,77.2284355,28.702491
300,77.2276272,28.7003539
400,77.2284355,28.702491
400,77.2280763,28.7008446
600,0,0
400,77.2283457,28.7033781
500,77.2274475,28.7000681
550,77.2282559,28.701847
250,77.2287499,28.7024763
300,77.2275373,28.6998976
400,77.227717,28.7014373
300,77.2284804,28.7027192
300,77.2279864,28.7008361
300,77.2283457,28.7028407
300,77.2281661,28.7010323
600,77.2283457,28.7031094
400,77.2275645,28.7003464
300,77.2274924,28.6998485
450,77.227723,28.7003556
500,77.2278966,28.7008275
350,77.2276272,28.70116
600,77.2282559,28.7016678
700,77.216837,28.5358021
400,77.2077878,28.5328102
450,77.2185591,28.5349127
450,77.2133292,28.5379729
1550,77.2132741,28.5396208
500,77.210737,28.5378192
350,77.2097386,28.5340199
650,77.218813,28.534252
800,77.2090133,28.5338079
800,77.2089013,28.5338345
650,77.2127552,28.5403273
500,77.2076299,28.5314946
200,77.2202141,28.5403
800,77.2146666,28.5383428
200,77.2169997,28.5340999
400,77.2189683,28.5309799
400,77.2167814,28.5357192
300,77.2169065,28.5337938
300,77.2129078,28.5369107
600,77.2126586,28.5405605
250,77.209366,28.5341102
550,77.2079315,28.5330067
800,77.2132305,28.5394521
400,77.218629,28.534403
800,77.2137832,28.5386054
700,77.2134971,28.538882
150,77.2096823,28.5340507
500,77.2135137,28.5388893
800,77.2069233,28.5341425
500,77.2095102,28.534046
850,77.2063347,28.5335269
800,77.2078004,28.5327826
600,77.2096819,28.534082
600,77.2155012,28.5354885
350,77.2122866,28.5369963
600,77.2119129,28.5369433
900,77.2135506,28.5386851
500,77.214436,28.5344871
1000,77.2132354,28.5391434
850,77.21034631,28.53449044
650,77.2124201,28.5357513
750,77.2143619,28.5382487
600,77.2115336,28.5363476
800,77.2138677,28.5386342
400,77.2136687,28.538922
700,77.2001377,28.5322332
600,77.2191149,28.5306173
400,77.2115555,28.5363348
250,77.2111963,28.5364161
350,77.2093418,28.5341236
500,77.2087849,28.5312482
150,77.2097112,28.5340565
850,77.2133213,28.5393306
100,77.2115266,28.5363955
650,77.2123353,28.5366373
600,77.2090442,28.5340283
700,77.2177996,28.5370577
700,77.2072907,28.5342075
1500,77.2136424,28.5388893
450,77.2093777,28.5363564
700,77.2185071,28.5406266
1500,77.2000632,28.5320727
850,77.2135346,28.538886
400,77.2079315,28.5317046
1500,77.2132758,28.539624
1500,77.2116173,28.5364058
1000,77.2142624,28.5384888
650,77.2060663,28.5331227
950,77.21055888,28.5339573
800,77.2002839,28.5322327
700,77.211528,28.5363241
450,77.2243276,28.5373992
550,77.2121141,28.536674
400,77.2170275,28.5331218
600,77.2126555,28.5406063
700,77.2036117,28.5325807
300,77.2111802,28.5364058
900,77.2145409,28.5384902
500,77.2104778,28.5355604
700,77.2184409,28.5311532
800,77.21051,28.535704
300,77.2112209,28.5364043
1000,77.2072826,28.5340992
250,77.2118497,28.5367368
300,77.2321792,28.6268536
300,77.2319851,28.6267282
100,77.2337174,28.62540821
600,77.2305796,28.6304834
300,77.22,28.61
500,77.29213391,28.52182344
1200,77.29338784,28.52175981
300,77.119036,28.6307787
350,77.1186217,28.6308872
350,77.120189,28.6308138
400,77.1193692,28.6216271
300,77.119336,28.6307842
150,77.1144456,28.6258469
250,77.1155946,28.6258815
450,77.1141938,28.6258347
350,77.1160349,28.6257821
700,77.1176174,28.6227746
350,77.120274,28.6307493
600,77.1196062,28.6308168
300,77.1204704,28.6307568
200,77.1118707,28.6258268
450,77.1139522,28.6259394
300,77.297847,28.607116
450,77.2924811,28.6089584
150,77.3081612,28.5891462
150,77.3088206,28.5903034
350,77.30209798,28.58521417
300,77.3062786,28.5892005
150,77.2934295,28.6082009
300,77.2905861,28.6071522
1100,77.2938353,28.6078005
500,77.2952484,28.6065957
250,77.30096575,28.61013581
750,77.30109818,28.58918625
300,77.2952961,28.5979305
350,77.2936557,28.6080098
150,77.2928133,28.6083198
650,77.2932581,28.6030873
200,77.3078187,28.5898772
500,77.2930355,28.6043403
200,77.291701,28.6095613
100,77.3122802,28.5946814
900,77.2964127,28.5921814
350,77.2946516,28.5978455
250,77.2904619,28.6070462
500,77.2956989,28.6078263
350,77.2894952,28.6045493
650,77.29358397,28.60318802
400,77.2925747,28.6090326
300,77.2947422,28.6071044
300,77.2938753,28.6081948
500,77.2938857,28.6081736
250,77.293569,28.6044435
100,77.2949573,28.5977616
500,77.290883,28.606978
250,77.3065907,28.5890442
400,77.2952184,28.6074925
600,77.2953531,28.6065091
400,77.2949166,28.5977308
350,77.29047,28.6069738
350,77.2938335,28.6078223
300,77.28870839,28.61184943
200,77.2933571,28.6035787
600,77.29534686,28.60690952
400,77.2956494,28.6065417
250,77.29909826,28.60545101
600,77.3084321,28.5894261
400,77.28917677,28.61092375
2000,77.29954,28.5939142
550,77.2957443,28.6076829
150,0,0
500,77.3347996,28.6040018
250,77.2905678,28.6068499
500,77.2952729,28.5975729
550,77.2949672,28.597776
300,77.29340594,28.6087318
150,77.3122819,28.594717
200,77.3078828,28.5901962
300,77.29497844,28.60724844
300,0,0
250,0,0
500,77.295699,28.6073217
200,77.3086422,28.5899497
400,77.2958351,28.6097862
150,0,0
200,77.29572514,28.6067005
400,0,0
300,0,0
250,77.2956929,28.6073554
450,77.3063531,28.589274
600,77.30888665,28.60906117
200,77.3091618,28.5903191
550,0,0
200,0,0
300,0,0
300,77.2905299,28.6068399
200,77.296163,28.6051709
150,0,0
100,77.3093426,28.5905357
300,0,0
200,77.29558725,28.60682357
150,77.294938,28.5980675
300,77.2960093,28.6073214
450,77.290606,28.6070669
500,77.2928015,28.6082787
300,77.2935856,28.6088911
100,77.2971024,28.6185258
100,77.3007976,28.6198235
300,77.2960034,28.6170417
350,77.30071865,28.6193114
300,77.30117932,28.61981733
300,77.30196454,28.61965104
500,77.3010973,28.6196099
300,77.29992136,28.61961396
500,77.301318,28.6196741
250,77.3050334,28.6189331
250,77.3003716,28.619632
250,77.3009259,28.6199149
500,77.3013079,28.6198516
300,77.2970156,28.6186666
400,77.3008117,28.6196422
1000,77.3008167,28.6194659
400,77.3003715,28.619648
150,77.3002431,28.6199122
50,77.3006489,28.6193502
150,77.3014164,28.6195294
400,77.30168425,28.61956952
200,77.3020302,28.6194887
500,77.3011218,28.6192793
400,77.3012169,28.6196855
450,77.3011572,28.6192865
300,77.309698,28.623975
350,77.2979348,28.6191348
300,77.3094479,28.6232139
700,77.3011572,28.6197374
700,77.3296222,28.6038472
450,77.33470056,28.6042683
900,77.3328617,28.6071702
300,77.3302432,28.6032214
300,77.3363682,28.6128083
400,77.3375211,28.6137147
400,77.3369722,28.613483
400,77.33534496,28.61123545
450,77.3335984,28.6054308
100,77.3360236,28.6117841
500,77.3351273,28.6103555
200,77.3292098,28.6014232
200,77.3364154,28.6132677
300,77.3365387,28.6101623
400,77.3390604,28.6078313
250,77.336318,28.6126674
500,77.3391034,28.6077552
900,77.3390881,28.6076461
150,77.3292915,28.6029222
500,77.3347657,28.6040454
300,77.336751,28.6130176
100,77.3369792,28.6134753
200,77.33557563,28.61051668
300,77.3340142,28.6082998
200,77.3369754,28.6134959
300,77.3363461,28.60584544
500,77.33908128,28.60777224
300,77.337972,28.6133824
300,77.3371065,28.61364897
500,77.3351677,28.61080481
250,77.329599,28.6038407
500,77.33913861,28.60797505
350,77.1814052,28.5228127
400,77.1814337,28.5228887
250,77.1818906,28.5227376
400,77.1938889,28.5237475
500,77.1818649,28.5222051
300,77.1912358,28.5244983
700,77.1901673,28.5266192
250,77.1818522,28.5222187
250,77.1818486,28.5222296
200,77.190347,28.5265467
200,77.1919008,28.5279728
500,77.1790259,28.515336
400,77.1956559,28.5230624
400,77.1873875,28.5266257
200,77.192373,28.5278328
250,77.1937384,28.527825
300,77.1799022,28.5213242
250,77.192244,28.525991
600,77.1937245,28.5278198
300,77.1898485,28.5239134
500,77.1135938,28.7240647
1000,77.1136837,28.7240733
1000,77.1136837,28.7241629
700,77.1444781,28.494557
500,77.1280511,28.4785954
400,77.1482134,28.4932341
250,77.1459577,28.493198
300,77.1663774,28.5009424
400,77.1651082,28.4940407
150,77.1257624,28.4798478
200,77.1449374,28.4941305
600,77.1501341,28.4945103
150,77.1451213,28.4940831
350,77.1462741,28.4930732
350,77.164633,28.4932439
350,77.1208414,28.4786827
200,77.124642,28.4801014
200,77.14572687,28.49366438
500,77.1603368,28.4975958
200,77.1618543,28.4997301
350,77.1465358,28.4925721
100,77.1444856,28.4945886
1000,77.1604883,28.4968258
200,77.14563056,28.49609444
1200,77.1442598,28.4996281
400,77.1663257,28.500868
250,77.1682117,28.5020291
250,77.1443624,28.4945867
200,77.126809,28.5456553
250,77.1457322,28.494763
250,77.1443655,28.4945672
200,77.145774,28.494662
500,77.162106,28.4960891
200,77.1603672,28.4975835
200,77.1606287,28.4949478
150,77.1457079,28.4946506
350,77.1457358,28.4936685
2000,77.22022153,28.52954866
2100,77.21950337,28.53013602
1100,77.2200822,28.5293802
2200,77.22012531,28.52937369
700,77.21996941,28.52987562
1200,77.242985,28.6465486
2000,77.2431646,28.6463865
1000,77.2430748,28.6464675
2000,77.2430748,28.6464675
2000,77.2431197,28.6463374
1000,77.2431646,28.6463865
350,77.1957717,28.7053075
250,77.1901231,28.7046135
400,77.1906165,28.7060386
200,77.1907064,28.7059577
700,77.1899876,28.7058889
400,77.1905267,28.7057614
800,77.1900774,28.7051811
1200,77.1914251,28.7084444
400,77.1916048,28.7082825
500,77.190546,28.7065192
500,77.1907078,28.7068586
700,77.1914273,28.7086256
400,77.190347,28.7060128
200,77.1904379,28.7058031
850,77.1898978,28.7064175
300,77.1905958,28.7066366
500,77.190347,28.7061024
450,77.19147,28.7074189
100,77.1902762,28.7059747
300,77.1899876,28.7050829
300,77.1908861,28.7057958
300,77.1908861,28.7057958
500,77.1901224,28.7059465
300,77.1908398,28.7072177
300,77.1906614,28.7059982
1600,77.1900774,28.705002
600,77.1843721,28.7070075
200,77.1854054,28.7094795
400,77.1847764,28.7084342
400,77.1853155,28.7092918
150,77.1845518,28.7077411
800,77.1853155,28.7092918
350,77.1843721,28.7070075
250,77.1849561,28.7084514
300,77.1853604,28.7093409
1200,77.18417834,28.70696168
400,77.1467199,28.656862
650,77.1467244,28.657132
300,77.1466016,28.6569524
500,77.1467395,28.6568605
500,77.1471307,28.6571714
300,77.1466243,28.6567691
800,77.1467447,28.6568454
300,77.146731,28.656802
400,77.1467418,28.6568816
700,77.1468835,28.6567624
600,77.1467374,28.6568545
400,77.1467208,28.6568576
500,77.1467938,28.6571438
350,77.1468714,28.6568519
500,77.146751,28.6570013
350,77.1469278,28.6571824
1100,77.1467263,28.6568579
600,77.146741,28.6568576
400,77.146642,28.6568212
1200,77.1466576,28.6570681
1000,77.1469965,28.656931
400,77.146758,28.6569808
800,77.1468497,28.6571509
700,77.1701749,28.5796973
250,77.1706691,28.5799686
750,77.18306556,28.57900639
600,77.1702647,28.5799748
350,77.1701299,28.5795586
300,77.1420513,28.6575224
700,77.1408316,28.6595295
400,0,0
300,77.142103,28.6581968
500,77.1397456,28.6590321
150,77.1399797,28.6567779
500,77.1401443,28.6578471
150,77.14251,28.6576259
700,77.1395053,28.6567194
300,77.1414135,28.658983
600,77.139708,28.6594663
550,77.1414048,28.6617937
500,0,0
900,77.1433724,28.6588206
500,0,0
200,77.1399344,28.6577012
400,77.1398511,28.6590028
100,77.1399823,28.6566565
500,77.1411461,28.6570966
200,77.1409215,28.6594485
150,77.1424685,28.6576448
700,77.1396116,28.6562368
400,77.1414608,28.6587838
200,77.1389292,28.6576159
500,77.1421854,28.6575323
250,0,0
350,77.1428234,28.6588187
200,77.1392457,28.6574122
400,77.1422037,28.6576022
300,77.1411461,28.6581714
250,77.1389966,28.6594736
250,77.1419683,28.6582366
500,77.1391896,28.6574573
400,77.1461711,28.6621083
600,77.1414553,28.6570186
100,0,0
500,0,0
700,0,0
100,77.1400711,28.6570788
200,77.1424589,28.6585987
200,77.2152884,28.7112918
100,77.2086741,28.7006026
200,77.2190493,28.7094307
300,77.2121775,28.7064006
300,77.2137611,28.70477557
300,77.2081351,28.699566
350,77.2160401,28.7117849
200,0,0
350,77.2151578,28.7105973
400,77.2118241,28.7102543
450,77.2083401,28.6995605
100,77.215591,28.7129957
200,77.2146979,28.7110956
250,77.2156863,28.7123548
200,77.2151419,28.7111617
150,77.2123452,28.7064044
400,77.2163058,28.7115878
500,77.2077758,28.7103677
100,77.2144524,28.7108844
200,77.2155461,28.7125884
700,77.2162337,28.7135608
250,77.2137944,28.7091523
400,77.2120877,28.7054069
400,77.21613,28.7120622
100,77.21114504,28.70302109
100,77.2081351,28.699566
100,77.2184653,28.7092739
300,77.215591,28.7122793
400,77.2090651,28.7103505
200,77.2054728,28.7102021
50,77.2087734,28.7130677
300,77.2150185,28.7102675
400,77.2090968,28.7142165
300,77.2091154,28.7146792
200,77.2214682,28.7115817
700,77.2159952,28.7118254
100,77.2163995,28.7140298
100,77.2187711,28.7091683
200,0,0
300,77.2148134,28.7119855
100,77.2187133,28.7092358
200,77.2146029,28.7110206
250,77.2187785,28.7089822
200,77.2190942,28.7094798
150,77.2187376,28.7099879
300,77.2122224,28.7066288
250,77.2211601,28.7111101
150,77.2122334,28.7062833
100,77.2156892,28.7106791
200,77.2157015,28.7105709
300,77.2188042,28.7089927
100,77.2185861,28.7094348
500,77.2160901,28.7117332
350,77.2090421,28.7140827
300,77.2156916,28.7103288
300,77.215591,28.7126375
150,77.215591,28.7122793
100,77.215591,28.7122793
200,77.2187996,28.7093643
100,0,0
500,77.2155653,28.7104357
50,77.2188247,28.709454
100,77.208094,28.7102514
50,77.2188247,28.7091854
200,77.2188953,28.7093068
100,77.2192812,28.7095569
150,77.2146844,28.7120416
200,77.2155461,28.7111556
250,77.1715403,28.5581521
350,77.1713073,28.5589002
250,77.1742101,28.5568282
350,77.1750799,28.5554352
400,77.1759375,28.5550108
1000,77.171471,28.5581944
500,77.1710298,28.5569323
600,77.1744294,28.5557779
200,77.173877,28.551484
500,77.1759362,28.5550022
350,77.1720143,28.556519
200,77.1716444,28.5568582
700,77.1760003,28.554897
250,77.1719392,28.5563417
250,77.1741505,28.5568492
500,77.1707693,28.5586338
400,77.1717215,28.556875
650,77.1718939,28.5563192
400,77.1686131,28.553128
400,77.175016,28.5556707
550,77.1682791,28.5532273
100,77.1751965,28.5555979
150,77.1708462,28.5588962
100,77.1707986,28.5587394
400,77.1729675,28.5568298
400,77.1714827,28.5582757
300,77.1709048,28.5569236
300,77.1745474,28.5551434
300,77.1721867,28.5563007
100,77.1719215,28.5564964
100,77.1706433,28.5580838
200,77.1730086,28.5567681
300,77.1708774,28.5586286
200,77.1716186,28.5566765
200,77.1727207,28.5577256
100,77.1718111,28.5568164
300,0,0
400,77.1742272,28.5560668
100,77.1713649,28.5589502
250,77.1901673,28.5266192
500,77.170693,28.5588623
300,77.1718481,28.5566063
500,77.1732311,28.5581547
150,76.9857462,28.6134511
250,77.012198,28.6180639
100,77.0036364,28.5589382
200,76.9854417,28.6096384
400,77.0024495,28.5607897
200,76.9967933,28.6283564
300,76.9969561,28.5910043
100,76.9869396,28.6053412
200,76.9906888,28.6125711
200,76.9759687,28.6157878
150,76.9847266,28.6076142
500,76.9817555,28.610581
250,76.9718366,28.6103695
350,76.9622705,28.6361375
400,76.9807734,28.6107987
250,77.0003579,28.6315566
300,76.9886171,28.601061
300,76.9856908,28.6130492
250,77.0094083,28.6170305
400,77.0028244,28.590591
400,76.9935221,28.5906017
250,76.9911162,28.6119984
350,76.9858424,28.6072328
250,76.9853771,28.6095844
350,77.0025685,28.5605204
700,76.9872421,28.6210795
300,76.9858415,28.6135195
150,76.9890278,28.5996154
250,76.9736469,28.6159872
100,76.9752946,28.6110748
200,76.9856999,28.6130409
400,77.0006609,28.5910291
200,76.9621244,28.6360808
300,77.0005841,28.5653143
200,76.9910272,28.6121768
200,76.9852777,28.6091697
400,76.9852777,28.6091697
200,76.9753189,28.6112347
800,77.0117519,28.6179639
150,76.9654941,28.6090439
200,76.9622191,28.6359913
250,76.9923844,28.6098677
250,76.9638597,28.609072
150,76.9910765,28.6127374
50,76.9856215,28.6100946
300,77.0076551,28.6164413
150,76.9753796,28.6112432
200,76.993457,28.5905484
100,76.9838181,28.6169779
300,76.9856129,28.6088552
100,76.9909045,28.6123474
150,76.9879296,28.6024678
150,76.9748922,28.6112536
600,76.9877493,28.6032958
300,76.9711827,28.6101996
350,76.9840836,28.6150289
350,76.9909279,28.6124522
400,76.9932051,28.5906226
200,76.9797118,28.613206
150,77.0007571,28.5914718
100,77.08195768,28.69273348
100,77.0690735,28.6827398
100,77.0820784,28.6934044
400,77.0700586,28.6521647
250,77.06540443,28.67897397
300,77.0681466,28.6818432
200,77.05472823,28.68232512
350,77.06247076,28.67583363
100,77.02933475,28.68263808
650,77.0688571,28.6823752
100,77.06424572,28.67784092
450,77.0820767,28.6927975
400,77.03108288,28.68202569
100,77.0287839,28.68247071
350,77.0408396,28.6821182
100,77.066475,28.6803916
200,0,0
100,77.0695034,28.6819199
100,77.0662951,28.6801056
150,77.0690832,28.6833297
200,77.0719688,28.69123205
400,77.0228319,28.6467438
100,77.0625067,28.6761455
200,77.07009997,28.68654323
100,77.06082389,28.6743958
250,77.0528602,28.6646411
300,77.02514146,28.64669598
300,77.04071805,28.68209451
250,77.06034612,28.66742137
150,77.0721833,28.6536022
350,77.0713543,28.6529874
250,77.08171561,28.69252378
350,77.0672844,28.6812756
150,77.053748,28.66539
250,77.06931744,28.68172684
200,77.02335276,28.64712056
100,77.0642756,28.6779685
200,77.064828,28.678402
350,77.06413608,28.67799829
400,77.0626796,28.6763063
300,77.0654346,28.67898074
150,77.1384794,28.6321812
500,77.136724,28.6282528
200,77.1384323,28.6324507
450,77.1367966,28.6287097
300,77.1462701,28.6276292
150,77.137174,28.628999
500,77.1341651,28.6256939
350,77.1354441,28.6233571
750,77.1384175,28.6309493
200,77.1380897,28.6199849
200,77.137511,28.6298959
350,77.1385567,28.631853
300,77.1556191,28.6238474
150,77.1559168,28.6242844
900,77.1381832,28.6327034
250,77.1468968,28.6314816
150,77.148368,28.6323154
100,77.1365287,28.6203669
1100,77.1354417,28.6268623
150,77.1451395,28.6285958
600,77.1371626,28.6291147
120,0,0
200,77.1462754,28.6276237
150,0,0
350,77.1556452,28.6238747
300,77.1375944,28.6299888
200,77.14178972,28.6286201
100,77.14808,28.6322418
200,77.1357642,28.6223499
200,77.1364744,28.6205175
150,77.1358184,28.6223489
200,77.136788,28.6286826
150,77.137828,28.6319525
300,77.1558888,28.6244092
200,0,0
300,77.146829,28.6312058
400,77.1362918,28.6220182
300,77.1368633,28.6281257
150,77.1383317,28.6317769
200,77.1357857,28.6223096
300,77.1470434,28.6271441
250,77.1469131,28.6311566
100,77.136184,28.6204842
300,77.134618,28.6253211
100,77.1356151,28.622227
300,77.1465469,28.6308841
600,77.1371165,28.6292946
150,77.1468595,28.6314962
250,77.146539,28.6296677
150,0,0
250,77.1363776,28.6213659
250,0,0
300,77.1350843,28.6267926
350,0,0
350,77.12731652,28.84061467
250,77.0356003,28.8002781
500,77.04952508,28.80619877
300,77.09081333,28.84056856
300,77.08952788,28.85517216
450,77.0880292,28.85192847
500,77.03510278,28.79751667
400,77.0895081,28.85510345
400,77.252055,28.5489159
1900,77.2509774,28.5501583
150,77.2541182,28.548633
450,77.2515162,28.5478786
450,77.2531326,28.5490183
450,77.2507978,28.549693
300,77.2524142,28.5478742
700,77.2510672,28.5501668
150,77.2523434,28.5484867
200,77.2528555,28.5486641
250,77.252055,28.5482884
200,77.2531326,28.5492872
250,77.2509473,28.5491128
250,77.2522346,28.5485744
400,77.251606,28.5483354
450,77.250474,28.549901
1000,77.2526836,28.5487963
4700,77.2498998,28.5498766
500,77.251157,28.5501754
200,77.250708,28.5490569
800,77.2510672,28.5498979
800,77.2511424,28.5490976
500,77.251157,28.5501754
250,77.2521897,28.5487046
150,77.2515162,28.5478786
550,77.2512468,28.5473151
400,77.2511121,28.5471678
200,77.2500794,28.5494455
400,77.2512019,28.547266
200,77.2509547,28.5471755
1000,77.2513366,28.549027
1400,77.2506182,28.5501242
1800,77.1483815,28.6916888
300,77.1496283,28.693387
550,77.152022,28.6912959
450,77.1528753,28.6926578
500,77.1497297,28.6937883
300,77.1499993,28.6936352
450,77.1499993,28.6937247
300,77.1499094,28.6937161
700,77.1506285,28.6936956
550,77.1522462,28.6913437
300,77.1493702,28.6933956
300,77.1497297,28.6938779
400,77.1499993,28.6940829
1000,77.150756,28.6934012
1000,77.1496398,28.6941379
350,77.1497297,28.6937883
450,77.1512576,28.6933978
500,77.1494601,28.6934043
600,77.1495499,28.6941293
500,77.1519316,28.6953879
1400,77.1501341,28.6937824
350,77.1496398,28.6936006
200,77.1499094,28.6937161
500,77.151707,28.6930828
450,77.1511677,28.6934788
350,77.1499094,28.6937161
300,77.1518301,28.6927106
400,77.1499993,28.6936352
400,77.1496398,28.6937797
450,77.1516171,28.6931637
400,77.1502307,28.6939598
200,77.1499094,28.6936265
1200,77.1489657,28.6925061
450,77.147338,28.694444
400,77.1499993,28.6937247
150,77.1523361,28.6916209
500,77.1497494,28.6937508
400,77.1512576,28.6930397
700,77.1519766,28.6931087
300,77.1518426,28.6932029
1400,77.1493702,28.6936643
250,77.1493702,28.6939329
1600,77.1516171,28.6923578
500,0,0
1000,77.1490259,28.6926883
400,77.1513743,28.6933618
1650,77.1502689,28.6907955
1200,77.1507183,28.6912864
2500,77.26883523,28.56240125
700,77.26652149,28.57086609
350,77.26684134,28.57094736
800,0,0
500,77.28829969,28.56238181
650,77.26801079,28.5693697
400,77.27004256,28.56563745
700,77.2687116,28.5613894
600,77.26754777,28.56971362
700,77.2688462,28.5613573
350,77.27258228,28.56088235
250,77.2682086,28.56929078
350,77.26803929,28.5691783
450,77.28950668,28.56250019
400,77.2683973,28.5613147
500,77.268271,28.561703
500,77.268936,28.5613658
550,77.29113277,28.56298018
800,77.2681563,28.56921452
700,77.27250919,28.55941173
350,77.27289509,28.5603414
550,77.26689197,28.570839
200,77.27209244,28.5608741
250,77.28855785,28.56489598
750,0,0
600,77.26416081,28.57473537
800,77.271844,28.56528
400,77.27205321,28.55982665
800,77.268831,28.563202
700,77.29254572,28.56159495
800,77.2688462,28.5613573
800,77.268211,28.561936
350,77.268779,28.565383
200,0,0
400,0,0
250,77.2912015,28.56308413
150,0,0
300,0,0
450,0,0
300,0,0
300,0,0
450,77.28850622,28.56252021
100,77.27276199,28.56077074
100,77.27276031,28.56047774
700,0,0
500,0,0
1800,77.27047574,28.56164062
1000,77.2525938,28.5902907
300,77.2440626,28.5910927
350,77.2413685,28.5912845
350,77.2440626,28.591272
350,77.2435238,28.5916689
300,77.242491,28.5922428
800,77.2436513,28.59126791
350,77.2419073,28.5923217
400,77.2440626,28.591272
350,77.2530428,28.5896164
250,77.2835266,28.5256742
500,0,0
300,77.28726067,28.50184423
300,77.2885264,28.5003643
250,77.28724223,28.50129443
300,77.287153,28.5014785
300,77.2729071,28.5275256
300,77.287037,28.501281
500,77.2800843,28.5357956
500,77.2806012,28.5370818
700,77.2781976,28.5345304
400,77.2759158,28.5327507
100,77.278399,28.5344146
600,77.2753817,28.5378847
1100,77.1064348,28.642553
